"ppntID","questiontext","text","hm_options","bookend_labels","response","responseTime"
"7871037","Does this sentence make sense?","The cousin who the brother that the peasant described pleased hated the uncle.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","3",1562684673191
"7871037","Does this sentence make sense?","The apartment that the maid who the service had sent over was cleaning every week.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","3",1562684675439
"7871037","Does this sentence make sense?","The pharmacist who the optician that the stranger saw troubled questioned the customer.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","3",1562684680591
"7871037","Does this sentence make sense?","Why did you save Archimedes?",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684683960
"7871037","Does this sentence make sense?","Persistently at, Anson fidgeted extremely Trade.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","1",1562684687667
"7871037","Does this sentence make sense?","I am to dance waltzes.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684694089
"7871037","Does this sentence make sense?","The mechanics who repaired the limousine’s rear tires are in a feud with my cousin’s friend’s family.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684714274
"7871037","Does this sentence make sense?","People are in the garden.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684718496
"7871037","Does this sentence make sense?","The defence who the prosecutor that the spy looked at surprised convinced the judge.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","2",1562684722826
"7871037","Does this sentence make sense?","I am eating a skyscraper and Gillian has too.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","3",1562684725656
"7871037","Does this sentence make sense?","Enkidu quickly may free the animals.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684729249
"7871037","Does this sentence make sense?","The polices that the governor recommended was hugely unpopular.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684734782
"7871037","Does this sentence make sense?","The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","3",1562684738657
"7871037","Does this sentence make sense?","The apartment that the maid who the service was cleaning every week was well decorated.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","1",1562684744938
"7871037","Does this sentence make sense?","The actor hired to do the commercials are boring and uninspired.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","4",1562684749739
"7871037","Does this sentence make sense?","The monologue that the actor who the movie industry had snubbed repeatedly was performing last month.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","2",1562684754503
"7871037","Does this sentence make sense?","The Jasmine they all detest was at the opening.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","4",1562684757633
"7871037","Does this sentence make sense?","The computers installed in the missile is less powerful than your phone.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684762490
"7871037","Does this sentence make sense?","The artist who the sportsman that the guard shouted at annoyed instructed the newscaster.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","3",1562684769978
"7871037","Does this sentence make sense?","I asked could we start sooner.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684772543
"7871037","Does this sentence make sense?","The letter from the real estate company’s lawyer is short and polite.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684775346
"7871037","Does this sentence make sense?","Moya’s football team loved her.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","5",1562684777301
"7871037","Does this sentence make sense?","The cleaner who the ball that the doctor recognised surprised the patient.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","0",1562684784553
"7871037","Does this sentence make sense?","The mattress is easy to slay.",6,"[""Definitely</br> does not make sense"",""Mostly </br> does not make sense"",""Close but </br> does not make sense"",""Barely </br> makes sense"",""Mostly </br> makes sense"",""Definitely </br> makes sense""]","1",1562684787475
"7871037","spacer_screen","This block of questions asks you to judge if a sentence is grammatical or not. It doesn't matter if the sentence is ugly or even makes no sense: please answer 'Yes' if it is a valid construction in English or 'No' if it is not.",0,"Continue_button_only","continue",1562684796977
"7871037","Is this sentence grammatical?","The dancer who the singer that the bystander admired tipped the doorman.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562684811700
"7871037","Is this sentence grammatical?","The crime that troubled the detective was not what you might expect.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562684813264
"7871037","Is this sentence grammatical?","The clerk who the walking stick that the visitor forgotten about annoyed the neighbour.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1562684814814
"7871037","Is this sentence grammatical?","That bag of gophers might have shattered open.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","2",1562684816400
"7871037","Is this sentence grammatical?","Jenny’s scraggy extremely demonic cat.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1562684817894
"7871037","Is this sentence grammatical?","The overseer’s gift of the slave to himself.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562684819236
"7871037","Is this sentence grammatical?","Enid passed often astrology.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562684820694
"7871037","Is this sentence grammatical?","By is eaten monkey banana that the being.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1562684824237
"7871037","Is this sentence grammatical?","The doors to the President’s private office is rarely open.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1562684825715
"7871037","Is this sentence grammatical?","We considered Greg to be kind.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1562684828687
"7871037","Is this sentence grammatical?","The painter who the film that the friend liked disturbed admired the poet.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562684831159
"7871037","Is this sentence grammatical?","The girls that the science teachers questioned were nervous.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562684833566
"7871037","Is this sentence grammatical?","In every club in London, people threw up their hands in the air.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562684835123
"7871037","Is this sentence grammatical?","Enkidu do freed animals.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1562684836638
"7871037","Is this sentence grammatical?","It is true that I might be doing something other than fishing for salmon.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","2",1562684838181
"7871037","Is this sentence grammatical?","The letters from the real estate company’s lawyers are short and polite.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","1",1562684839724
"7871037","Is this sentence grammatical?","Jack convinced Michelle to desert her team.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","2",1562684841509
"7871037","Is this sentence grammatical?","The monologue that the actor who the movie industry had snubbed repeatedly was performing last month was extremely well written.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1562684843067
"7871037","Is this sentence grammatical?","Fish love to find them.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562684844502
"7871037","Is this sentence grammatical?","The dancer who the shoe that the bystander admired hurt tipped the doorman.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562684845896
"7871037","Is this sentence grammatical?","The boys that liked the colorful garter snakes hide motionless behind a tree.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1562684847368
"7871037","Is this sentence grammatical?","The bridge to the island is very crowded.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","2",1562684848904
"7871037","Is this sentence grammatical?","The memos from the accountant flutters to the floor unnoticed.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","3",1562684851068
"7871037","Is this sentence grammatical?","The crimes that troubled the detectives were not what what you might expect.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","4",1562684852654
"7871037","Is this sentence grammatical?","I think she will go.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562684854140
"7871037","Is this sentence grammatical?","The table was being heavy.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","0",1562684856489
"7871037","Is this sentence grammatical?","Sarah expected to get a good grade.",6,"[""Definitely </br>not grammatical"",""Probably </br>not grammatical"",""Possibly </br>not grammatical"",""Possibly </br>grammatical"",""Probably </br>grammatical"",""Definitely </br>grammatical""]","5",1562684858090
