"text","stim_type","item_type","canon_status.x","mean_time","canonstatus","is_acceptable","is_grammatical","canon_status.y"
"Nobody other than the vegetarian ate any spinach.","NPI","Valid NPI",TRUE,-0.341428621635478,TRUE,NA,4.17391304347826,TRUE
"Nobody other than the vegetarian ate any spinach.","NPI","Valid NPI",TRUE,-0.258670339547718,TRUE,3.83870967741935,NA,TRUE
"Nobody who believed ever said so much as a word about it.","NPI","Valid NPI",TRUE,-0.142843069330446,TRUE,NA,3.88,TRUE
"Nobody who believed ever said so much as a word about it.","NPI","Valid NPI",TRUE,-0.136999760305716,TRUE,2.94736842105263,NA,TRUE
"No cake that the children found had any chance of surviving the week.","NPI","Valid NPI",TRUE,-0.216660122307769,TRUE,NA,3.72727272727273,TRUE
"No cake that the children found had any chance of surviving the week.","NPI","Valid NPI",TRUE,-0.0117771942418441,TRUE,3.17142857142857,NA,TRUE
"No calligraphy except that by Mi Fu ever bears that particular seal.","NPI","Valid NPI",TRUE,-0.013236953811458,TRUE,NA,3.46153846153846,TRUE
"No calligraphy except that by Mi Fu ever bears that particular seal.","NPI","Valid NPI",TRUE,-0.0113154872364465,TRUE,3.72222222222222,NA,TRUE
"No camel breeders from Bikaner have received any prizes that season.","NPI","Valid NPI",TRUE,-0.0735830300167812,TRUE,3.26923076923077,NA,TRUE
"No camel breeders from Bikaner have received any prizes that season.","NPI","Valid NPI",TRUE,-0.0561053120036184,TRUE,NA,3.1304347826087,TRUE
"No cricket player from Australia has ever run faster than Ponting.","NPI","Valid NPI",TRUE,-0.335428982334438,TRUE,4.25925925925926,NA,TRUE
"No cricket player from Australia has ever run faster than Ponting.","NPI","Valid NPI",TRUE,-0.0562806785692188,TRUE,NA,4.5,TRUE
"None of the garden forks with wooden handles ever have more than four tines.","NPI","Valid NPI",TRUE,0.422928069537019,TRUE,3.32142857142857,NA,TRUE
"None of the garden forks with wooden handles ever have more than four tines.","NPI","Valid NPI",TRUE,0.597967918777727,TRUE,NA,3.20833333333333,TRUE
"None of the teapots genuinely from the Victorian era ever have a maker’s mark underneath.","NPI","Valid NPI",TRUE,0.26848192686315,TRUE,3.57142857142857,NA,TRUE
"None of the teapots genuinely from the Victorian era ever have a maker’s mark underneath.","NPI","Valid NPI",TRUE,0.554222948688171,TRUE,NA,3.77272727272727,TRUE
"No party that was organized by the journalists had any problems with catering.","NPI","Valid NPI",TRUE,-0.0540406718411322,TRUE,3.63636363636364,NA,TRUE
"No party that was organized by the journalists had any problems with catering.","NPI","Valid NPI",TRUE,-0.0433204076120493,TRUE,NA,3.63157894736842,TRUE
"No performance involving this style of mask has ever been traditional on Palau.","NPI","Valid NPI",TRUE,0.340652780332967,TRUE,3.94736842105263,NA,TRUE
"No performance involving this style of mask has ever been traditional on Palau.","NPI","Valid NPI",TRUE,0.400918601013058,TRUE,NA,3.76923076923077,TRUE
"No pirate with a beard has ever beaten me at cards.","NPI","Valid NPI",TRUE,-0.521436479324183,TRUE,4.5,NA,TRUE
"No pirate with a beard has ever beaten me at cards.","NPI","Valid NPI",TRUE,-0.283838801969233,TRUE,NA,4.63636363636364,TRUE
"No restaurants that local newspapers have recommended in their dining reviews have ever gone out of business.","NPI","Valid NPI",TRUE,0.232494285798431,TRUE,3.21428571428571,NA,TRUE
"No restaurants that local newspapers have recommended in their dining reviews have ever gone out of business.","NPI","Valid NPI",TRUE,0.767821543172543,TRUE,NA,3.76,TRUE
"No singer that the venue hosted had any problem selling tickets.","NPI","Valid NPI",TRUE,-0.0358375812457497,TRUE,3.71428571428571,NA,TRUE
"No singer that the venue hosted had any problem selling tickets.","NPI","Valid NPI",TRUE,-0.00657304954438037,TRUE,NA,4.15625,TRUE
"No superhero with a cape has ever missed a chance to flaunt it.","NPI","Valid NPI",TRUE,-0.450294715590575,TRUE,4.40740740740741,NA,TRUE
"No superhero with a cape has ever missed a chance to flaunt it.","NPI","Valid NPI",TRUE,-0.345927870902447,TRUE,NA,4.5,TRUE
"No swim instructors with experience would ever recommend underwater distance training.","NPI","Valid NPI",TRUE,0.0803050634993289,TRUE,4.27272727272727,NA,TRUE
"No swim instructors with experience would ever recommend underwater distance training.","NPI","Valid NPI",TRUE,0.325606694726022,TRUE,NA,4.68181818181818,TRUE
"Not many musicians who could play sitar ever recorded their most popular works.","NPI","Valid NPI",TRUE,0.00571335983453643,TRUE,3.30769230769231,NA,TRUE
"Not many musicians who could play sitar ever recorded their most popular works.","NPI","Valid NPI",TRUE,0.231581590009736,TRUE,NA,3.53846153846154,TRUE
"Not many skyscrapers from the 80’s ever brought their designers fame.","NPI","Valid NPI",TRUE,-0.315785501626282,TRUE,4.1,NA,TRUE
"Not many skyscrapers from the 80’s ever brought their designers fame.","NPI","Valid NPI",TRUE,0.0199601167386861,TRUE,NA,4.21739130434783,TRUE
"No voice actors who do major cartoons get any fans approaching them in the street.","NPI","Valid NPI",TRUE,0.197009029981961,TRUE,NA,3.84615384615385,TRUE
"No voice actors who do major cartoons get any fans approaching them in the street.","NPI","Valid NPI",TRUE,0.237108189608259,TRUE,3.92592592592593,NA,TRUE
"Only a mad captain with a plan ever gives that order.","NPI","Valid NPI",TRUE,-0.323973952283712,TRUE,NA,4.5,TRUE
"Only a mad captain with a plan ever gives that order.","NPI","Valid NPI",TRUE,-0.146335520833548,TRUE,4.07692307692308,NA,TRUE
"On Monday more librarians organized an enormous filing task than secretaries did on Tuesday.","comparison","control",TRUE,0.200959955848113,TRUE,3.32142857142857,NA,TRUE
"On Monday more librarians organized an enormous filing task than secretaries did on Tuesday.","comparison","control",TRUE,0.42405035791109,TRUE,NA,3.6,TRUE
"On Monday more librarians organized an enormous filing task than the secretary did on Tuesday.","comparison","illusion",FALSE,0.318623740436861,FALSE,NA,3.375,FALSE
"On Monday more librarians organized an enormous filing task than the secretary did on Tuesday.","comparison","illusion",FALSE,0.52514977084309,FALSE,2.83333333333333,NA,FALSE
"Over the weekend more boys worked on the assignment than girls did.","comparison","control",TRUE,-0.444443720803389,TRUE,4.3448275862069,NA,TRUE
"Over the weekend more boys worked on the assignment than girls did.","comparison","control",TRUE,-0.315393420953485,TRUE,NA,4.16666666666667,TRUE
"Over the weekend more boys worked on the assignment than Jenna did.","comparison","illusion",FALSE,-0.171860845840512,FALSE,3.26923076923077,NA,FALSE
"Over the weekend more boys worked on the assignment than Jenna did.","comparison","illusion",FALSE,-0.0866276368834517,FALSE,NA,4.40625,FALSE
"Raymond believed that Amy practiced her music and Danielle that Amy won a competition.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.27122875484469,TRUE,1.6,NA,TRUE
"Raymond believed that Amy practiced her music and Danielle that Amy won a competition.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,1.36306670459867,TRUE,NA,1.66666666666667,TRUE
"Sarah believed that Daniel grew a few inches and Richard that Daniel gained some weight.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.11293198170653,TRUE,3.625,NA,TRUE
"Sarah believed that Daniel grew a few inches and Richard that Daniel gained some weight.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.707803895119428,TRUE,NA,2,TRUE
"Sarah gave more children than Susan did candy.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.109750317273882,TRUE,NA,2.57142857142857,TRUE
"Sarah gave more children than Susan did candy.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.624085911805812,TRUE,1.46666666666667,NA,TRUE
"Someone who didn’t believe ever said so much as a word about it.","NPI","Partial match NPI",FALSE,-0.234192956765959,FALSE,1,NA,FALSE
"Someone who didn’t believe ever said so much as a word about it.","NPI","Partial match NPI",FALSE,0.638482404421162,FALSE,NA,1.66666666666667,FALSE
"Some swim instructors with experience would ever recommend underwater distance training.","NPI","Unlicensed NPI",FALSE,-0.156595470244728,FALSE,2.125,NA,FALSE
"Some swim instructors with experience would ever recommend underwater distance training.","NPI","Unlicensed NPI",FALSE,0.106209707753126,FALSE,NA,1,FALSE
"Some swim instructors without experience would ever recommend underwater distance training.","NPI","Partial match NPI",FALSE,0.149832428091317,FALSE,NA,0.444444444444444,FALSE
"Some swim instructors without experience would ever recommend underwater distance training.","NPI","Partial match NPI",FALSE,0.2421067879292,FALSE,1.5,NA,FALSE
"Sophia is anxious for everyone to arrive that you are.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.409931428612445,TRUE,0.444444444444444,NA,TRUE
"Sophia is anxious for everyone to arrive that you are.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.27285964217636,TRUE,NA,0.785714285714286,TRUE
"That Addison bit the boy, Jena didn’t believe.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.353100552111858,TRUE,NA,1.5,TRUE
"That Addison bit the boy, Jena didn’t believe.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.0890175848170638,TRUE,2.1,NA,TRUE
"That Leonard drank the whole bottle, Michael didn’t believe.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.33787764215564,TRUE,1.81818181818182,NA,TRUE
"That Leonard drank the whole bottle, Michael didn’t believe.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.13417603405605,TRUE,NA,3.06666666666667,TRUE
"That Mike pushed the little girl, Bianca didn’t believe.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0506600494548402,TRUE,2,NA,TRUE
"That Mike pushed the little girl, Bianca didn’t believe.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.0374276491631601,TRUE,NA,2.88888888888889,TRUE
"That movie impossible to watch without enjoying.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0494944171465359,TRUE,NA,1.84615384615385,TRUE
"That movie impossible to watch without enjoying.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,0.101129236428398,TRUE,1.85714285714286,NA,TRUE
"That week more female students handed in a short term paper than male students did.","comparison","control",TRUE,-0.0977574336710386,TRUE,NA,4.33333333333333,TRUE
"That week more female students handed in a short term paper than male students did.","comparison","control",TRUE,0.280346163662033,TRUE,4.19047619047619,NA,TRUE
"That week more female students handed in a short term paper than the male student did.","comparison","illusion",FALSE,0.0457751144388415,FALSE,NA,2.75,FALSE
"That week more female students handed in a short term paper than the male student did.","comparison","illusion",FALSE,0.102386268147594,FALSE,3,NA,FALSE
"That week more German architects continued working on a big project than French architects did.","comparison","control",TRUE,0.228725573912997,TRUE,3.58064516129032,NA,TRUE
"That week more German architects continued working on a big project than French architects did.","comparison","control",TRUE,0.33933845641262,TRUE,NA,4.13333333333333,TRUE
"That week more German architects continued working on a big project than the French architect did.","comparison","illusion",FALSE,0.201225187998202,FALSE,3.22222222222222,NA,FALSE
"That week more German architects continued working on a big project than the French architect did.","comparison","illusion",FALSE,0.284984774932808,FALSE,NA,3.2,FALSE
"That year more visiting Americans saw an exciting bullfight than the young Spaniard did.","comparison","illusion",FALSE,0.166556411782761,FALSE,3.05555555555556,NA,FALSE
"That year more visiting Americans saw an exciting bullfight than the young Spaniard did.","comparison","illusion",FALSE,0.245645817721709,FALSE,NA,3.45833333333333,FALSE
"That year more visiting Americans saw an exciting bullfight than young Spaniards did.","comparison","control",TRUE,0.255820915372058,TRUE,NA,3.79310344827586,TRUE
"That year more visiting Americans saw an exciting bullfight than young Spaniards did.","comparison","control",TRUE,0.56081216874829,TRUE,3.72222222222222,NA,TRUE
"The actor hired to do the commercial is boring and uninspired.","agreementattraction","valid_singular",TRUE,-0.47955133958855,TRUE,4,NA,TRUE
"The actor hired to do the commercial is boring and uninspired.","agreementattraction","valid_singular",TRUE,-0.39146397042431,TRUE,NA,4.14285714285714,TRUE
"The actor hired to do the commercials are boring and uninspired.","agreementattraction","natural_error",FALSE,-0.405083093912024,FALSE,NA,0.25,FALSE
"The actor hired to do the commercials are boring and uninspired.","agreementattraction","natural_error",FALSE,-0.115823777562225,FALSE,2.33333333333333,NA,FALSE
"The actors hired to do the commercial is boring and uninspired.","agreementattraction","unnatural_error",FALSE,-0.351609355551856,FALSE,2.8,NA,FALSE
"The actors hired to do the commercial is boring and uninspired.","agreementattraction","unnatural_error",FALSE,-0.273092703004192,FALSE,NA,1.28571428571429,FALSE
"The actors hired to do the commercials are boring and uninspired.","agreementattraction","valid_plural",TRUE,-0.289425319207483,TRUE,NA,4.18181818181818,TRUE
"The actors hired to do the commercials are boring and uninspired.","agreementattraction","valid_plural",TRUE,-0.0634793115033452,TRUE,4.8,NA,TRUE
"The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page.","embedding","missing2",FALSE,0.684446518074002,FALSE,1.90909090909091,NA,FALSE
"The ancient manuscript that the grad student who the new card catalog had confused a great deal was missing a page.","embedding","missing2",FALSE,1.68783432735581,FALSE,NA,2.6,FALSE
"The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library.","embedding","missing3",FALSE,0.0735874063495194,FALSE,1,NA,FALSE
"The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library.","embedding","missing3",FALSE,0.294780648813763,FALSE,NA,2.28571428571429,FALSE
"The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page.","embedding","full",TRUE,0.535961229556246,TRUE,1.31818181818182,NA,TRUE
"The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page.","embedding","full",TRUE,1.01749459827129,TRUE,NA,1.7741935483871,TRUE
"The ancient manuscript that the grad student who the new card catalog was studying in the library was missing a page.","embedding","missing1",FALSE,0.527133530399658,FALSE,1,NA,FALSE
"The ancient manuscript that the grad student who the new card catalog was studying in the library was missing a page.","embedding","missing1",FALSE,0.737736647603401,FALSE,NA,1.7,FALSE
"The apartment that the maid who the service had sent over was cleaning every week.","embedding","missing3",FALSE,-0.0123369902698478,FALSE,1.33333333333333,NA,FALSE
"The apartment that the maid who the service had sent over was cleaning every week.","embedding","missing3",FALSE,0.0691799095127876,FALSE,NA,3.66666666666667,FALSE
"The apartment that the maid who the service had sent over was cleaning every week was well decorated.","embedding","full",TRUE,0.519569672698688,TRUE,1.4,NA,TRUE
"The apartment that the maid who the service had sent over was cleaning every week was well decorated.","embedding","full",TRUE,0.535080663059761,TRUE,NA,1.46153846153846,TRUE
"The apartment that the maid who the service had sent over was well decorated.","embedding","missing2",FALSE,-0.531060803869319,FALSE,2.4,NA,FALSE
"The apartment that the maid who the service had sent over was well decorated.","embedding","missing2",FALSE,0.449405476918261,FALSE,NA,2.66666666666667,FALSE
"The apartment that the maid who the service was cleaning every week was well decorated.","embedding","missing1",FALSE,-0.110724091006704,FALSE,1.45454545454545,NA,FALSE
"The apartment that the maid who the service was cleaning every week was well decorated.","embedding","missing1",FALSE,0.684793526002843,FALSE,NA,1.45454545454545,FALSE
"The artist who the computer that the guard shouted at annoyed instructed the newscaster.","embedding","missing1",FALSE,0.263018952869879,FALSE,1,NA,FALSE
"The artist who the computer that the guard shouted at annoyed instructed the newscaster.","embedding","missing1",FALSE,0.303442811399097,FALSE,NA,0.285714285714286,FALSE
"The artist who the computer that the guard shouted at instructed the newscaster.","embedding","missing3",FALSE,0.0232702937396609,FALSE,0.857142857142857,NA,FALSE
"The artist who the computer that the guard shouted at instructed the newscaster.","embedding","missing3",FALSE,0.103256820489243,FALSE,NA,0.875,FALSE
"The artist who the sportsman that the guard shouted at annoyed instructed the newscaster.","embedding","full",TRUE,0.101130620338625,TRUE,1.2,NA,TRUE
"The artist who the sportsman that the guard shouted at annoyed instructed the newscaster.","embedding","full",TRUE,0.206132864127715,TRUE,NA,1.42857142857143,TRUE
"The artist who the sportsman that the guard shouted at instructed the newscaster.","embedding","missing2",FALSE,0.0311692805469292,FALSE,1.5,NA,FALSE
"The astronomers that discovered the most distant galaxies are now famous.","agreementattraction","valid_plural",TRUE,-0.209221708656526,TRUE,NA,4.14285714285714,TRUE
"The astronomers that discovered the most distant galaxies are now famous.","agreementattraction","valid_plural",TRUE,-0.0349641042516109,TRUE,4.71428571428571,NA,TRUE
"The astronomers that discovered the most distant galaxy is now famous.","agreementattraction","unnatural_error",FALSE,-0.278419375312956,FALSE,NA,2.46153846153846,FALSE
"The astronomers that discovered the most distant galaxy is now famous.","agreementattraction","unnatural_error",FALSE,-0.270964727220938,FALSE,2.11111111111111,NA,FALSE
"The astronomer that discovered the most distant galaxies are now famous.","agreementattraction","natural_error",FALSE,-0.119083903485396,FALSE,2.6,NA,FALSE
"The astronomer that discovered the most distant galaxies are now famous.","agreementattraction","natural_error",FALSE,0.226990262366422,FALSE,NA,2.0625,FALSE
"The astronomer that discovered the most distant galaxy is now famous.","agreementattraction","valid_singular",TRUE,0.125557596931189,TRUE,4.66666666666667,NA,TRUE
"The astronomer that discovered the most distant galaxy is now famous.","agreementattraction","valid_singular",TRUE,0.19328782600749,TRUE,NA,4.5,TRUE
"The authors that no critics recommended have received any acknowledgement for a best selling novel.","NPI","Partial match NPI",FALSE,0.300012983875217,FALSE,1.66666666666667,NA,FALSE
"The authors that no critics recommended have received any acknowledgement for a best selling novel.","NPI","Partial match NPI",FALSE,0.729690803533677,FALSE,NA,1.64285714285714,FALSE
"The authors that the critics recommended have received any acknowledgement for a best selling novel.","NPI","Unlicensed NPI",FALSE,-0.0419788826706896,FALSE,2.5,NA,FALSE
"The authors that the critics recommended have received any acknowledgement for a best selling novel.","NPI","Unlicensed NPI",FALSE,0.825389648290703,FALSE,NA,1.70588235294118,FALSE
"The bed was slept in wearing no clothes.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.364415636383132,TRUE,1.5,NA,TRUE
"The bed was slept in wearing no clothes.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0211819767101792,TRUE,NA,3.28571428571429,TRUE
"The boys that liked the colorful garter snake hides motionless behind a tree.","agreementattraction","unnatural_error",FALSE,0.6748626709387,FALSE,3,NA,FALSE
"The boys that liked the colorful garter snake hides motionless behind a tree.","agreementattraction","unnatural_error",FALSE,0.952017835333693,FALSE,NA,2.625,FALSE
"The boys that liked the colorful garter snakes hide motionless behind a tree.","agreementattraction","valid_plural",TRUE,0.236852951172391,TRUE,NA,3.22222222222222,TRUE
"The boys that liked the colorful garter snakes hide motionless behind a tree.","agreementattraction","valid_plural",TRUE,0.266187874370877,TRUE,2.90909090909091,NA,TRUE
"The boy that liked the colorful garter snake hides motionless behind a tree.","agreementattraction","valid_singular",TRUE,-0.159477884511251,TRUE,3.66666666666667,NA,TRUE
"The boy that liked the colorful garter snake hides motionless behind a tree.","agreementattraction","valid_singular",TRUE,0.113965998587827,TRUE,NA,4,TRUE
"The boy that liked the colorful garter snakes hide motionless behind a tree.","agreementattraction","natural_error",FALSE,-0.114801367307036,FALSE,2.36363636363636,NA,FALSE
"The boy that liked the colorful garter snakes hide motionless behind a tree.","agreementattraction","natural_error",FALSE,-0.114433775859024,FALSE,NA,2.25,FALSE
"The bridges to the island is very crowded.","agreementattraction","unnatural_error",FALSE,-0.526257972617016,FALSE,NA,1.0625,FALSE
"The bridges to the island is very crowded.","agreementattraction","unnatural_error",FALSE,-0.391394568558988,FALSE,2.7,NA,FALSE
"The bridges to the islands are very crowded.","agreementattraction","valid_plural",TRUE,-0.561195640833549,TRUE,4.63636363636364,NA,TRUE
"The bridges to the islands are very crowded.","agreementattraction","valid_plural",TRUE,-0.218536229831959,TRUE,NA,5,TRUE
"The bridge to the island is very crowded.","agreementattraction","valid_singular",TRUE,-0.510009727852049,TRUE,5,NA,TRUE
"The bridge to the island is very crowded.","agreementattraction","valid_singular",TRUE,-0.423882367313778,TRUE,NA,5,TRUE
"The bridge to the islands are very crowded.","agreementattraction","natural_error",FALSE,-0.541748078753981,FALSE,3.75,NA,FALSE
"The bridge to the islands are very crowded.","agreementattraction","natural_error",FALSE,-0.508717674851421,FALSE,NA,4.5,FALSE
"The cake that the children didn’t find had any chance of surviving the week.","NPI","Partial match NPI",FALSE,-0.125153514137096,FALSE,0.692307692307692,NA,FALSE
"The cake that the children didn’t find had any chance of surviving the week.","NPI","Partial match NPI",FALSE,0.467081892354351,FALSE,NA,1.66666666666667,FALSE
"The cake that the children found had any chance of surviving the week.","NPI","Unlicensed NPI",FALSE,-0.154147466868451,FALSE,1.25,NA,FALSE
"The cake that the children found had any chance of surviving the week.","NPI","Unlicensed NPI",FALSE,-0.0160070083354516,FALSE,NA,1.72727272727273,FALSE
"The camel breeders from Bikaner have received any prizes that season.","NPI","Unlicensed NPI",FALSE,-0.360986191045832,FALSE,1.55555555555556,NA,FALSE
"The camel breeders from Bikaner have received any prizes that season.","NPI","Unlicensed NPI",FALSE,0.255636585610771,FALSE,NA,1.83333333333333,FALSE
"The camel breeders not from Bikaner have received any prizes that season.","NPI","Partial match NPI",FALSE,-0.244702843208395,FALSE,1.45454545454545,NA,FALSE
"The camel breeders not from Bikaner have received any prizes that season.","NPI","Partial match NPI",FALSE,0.38224305759271,FALSE,NA,1.6875,FALSE
"The carpenter who the craftsman that the peasant carried hurt supervised the apprentice.","embedding","full",TRUE,-0.0363340530260478,TRUE,1.2,NA,TRUE
"The carpenter who the craftsman that the peasant carried hurt supervised the apprentice.","embedding","full",TRUE,0.229034653893335,TRUE,NA,1.21739130434783,TRUE
"The carpenter who the craftsman that the peasant carried supervised the apprentice.","embedding","missing2",FALSE,0.321349754496733,FALSE,NA,1.83333333333333,FALSE
"The carpenter who the craftsman that the peasant carried supervised the apprentice.","embedding","missing2",FALSE,0.489821634908026,FALSE,1.28571428571429,NA,FALSE
"The carpenter who the pillar that the peasant carried hurt supervised the apprentice.","embedding","missing1",FALSE,-0.152203002497263,FALSE,1.75,NA,FALSE
"The carpenter who the pillar that the peasant carried hurt supervised the apprentice.","embedding","missing1",FALSE,0.0690700188268549,FALSE,NA,1.38461538461538,FALSE
"The carpenter who the pillar that the peasant carried supervised the apprentice.","embedding","missing3",FALSE,-0.157407364304693,FALSE,NA,1.33333333333333,FALSE
"The carpenter who the pillar that the peasant carried supervised the apprentice.","embedding","missing3",FALSE,0.0507706451669318,FALSE,1,NA,FALSE
"The car was driven while being tired.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.260427680368327,TRUE,2.5,NA,TRUE
"The car was driven while being tired.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.0941204940138946,TRUE,NA,3.125,TRUE
"The check from the indicted Wall Street stockbroker bounces, as you expected.","agreementattraction","valid_singular",TRUE,-0.116807697170097,TRUE,3.4,NA,TRUE
"The check from the indicted Wall Street stockbroker bounces, as you expected.","agreementattraction","valid_singular",TRUE,-0.0757995243163613,TRUE,NA,2.5,TRUE
"The check from the indicted Wall Street stockbrokers bounce, as you expected.","agreementattraction","natural_error",FALSE,-0.0486645527435227,FALSE,2.33333333333333,NA,FALSE
"The check from the indicted Wall Street stockbrokers bounce, as you expected.","agreementattraction","natural_error",FALSE,0.375329654603912,FALSE,NA,2.44444444444444,FALSE
"The checks from the indicted Wall Street stockbroker bounces, as you expected.","agreementattraction","unnatural_error",FALSE,0.177984019949048,FALSE,NA,2.90909090909091,FALSE
"The checks from the indicted Wall Street stockbroker bounces, as you expected.","agreementattraction","unnatural_error",FALSE,0.325168680434917,FALSE,3,NA,FALSE
"The checks from the indicted Wall Street stockbrokers bounce, as you expected.","agreementattraction","valid_plural",TRUE,-0.0548295681640133,TRUE,2.75,NA,TRUE
"The checks from the indicted Wall Street stockbrokers bounce, as you expected.","agreementattraction","valid_plural",TRUE,0.00709335557069171,TRUE,NA,3.625,TRUE
"The cleaner who the ball that the doctor recognised hurt surprised the patient.","embedding","missing1",FALSE,-0.319280112342443,FALSE,0.6,NA,FALSE
"The cleaner who the ball that the doctor recognised hurt surprised the patient.","embedding","missing1",FALSE,0.547375035817395,FALSE,NA,0.75,FALSE
"The cleaner who the ball that the doctor recognised surprised the patient.","embedding","missing3",FALSE,-0.295335253621536,FALSE,1.33333333333333,NA,FALSE
"The cleaner who the ball that the doctor recognised surprised the patient.","embedding","missing3",FALSE,0.50391738679539,FALSE,NA,1.75,FALSE
"The cleaner who the janitor that the doctor recognised hurt surprised the patient.","embedding","full",TRUE,0.114498358518851,TRUE,NA,1.72727272727273,TRUE
"The cleaner who the janitor that the doctor recognised hurt surprised the patient.","embedding","full",TRUE,0.313599991852036,TRUE,1.2,NA,TRUE
"The cleaner who the janitor that the doctor recognised surprised the patient.","embedding","missing2",FALSE,0.237041432334938,FALSE,1.16666666666667,NA,FALSE
"The cleaner who the janitor that the doctor recognised surprised the patient.","embedding","missing2",FALSE,0.535898639621012,FALSE,NA,1,FALSE
"The clerk who the bureaucrat that the visitor forgotten about annoyed the neighbour.","embedding","missing2",FALSE,-0.343021168453439,FALSE,1.83333333333333,NA,FALSE
"The clerk who the bureaucrat that the visitor forgotten about annoyed the neighbour.","embedding","missing2",FALSE,0.0159945993635797,FALSE,NA,1.8,FALSE
"The clerk who the bureaucrat that the visitor forgotten about helped annoyed the neighbour.","embedding","full",TRUE,0.191858317394286,TRUE,NA,1,TRUE
"The clerk who the bureaucrat that the visitor forgotten about helped annoyed the neighbour.","embedding","full",TRUE,0.19850009221061,TRUE,0.884615384615385,NA,TRUE
"The clerk who the walking stick that the visitor forgotten about annoyed the neighbour.","embedding","missing3",FALSE,0.0554648209970762,FALSE,NA,0.2,FALSE
"The clerk who the walking stick that the visitor forgotten about annoyed the neighbour.","embedding","missing3",FALSE,0.745921885108144,FALSE,1.3,NA,FALSE
"The clerk who the walking stick that the visitor forgotten about helped annoyed the neighbour.","embedding","missing1",FALSE,-0.146366130993474,FALSE,0.25,NA,FALSE
"The clerk who the walking stick that the visitor forgotten about helped annoyed the neighbour.","embedding","missing1",FALSE,0.375419028934026,FALSE,NA,2,FALSE
"The club was entered wearing no shirt.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.489849653310215,TRUE,1.66666666666667,NA,TRUE
"The club was entered wearing no shirt.","expert_vs_ppnt_clash","linguistsYES_ppntsNO",TRUE,-0.174331371750145,TRUE,NA,2.5,TRUE
"The computer installed in the missile is less powerful than your phone.","agreementattraction","valid_singular",TRUE,-0.334984178327834,TRUE,4.8,NA,TRUE
"The computer installed in the missile is less powerful than your phone.","agreementattraction","valid_singular",TRUE,-0.122032764203138,TRUE,NA,4.54545454545455,TRUE
"The computer installed in the missiles are less powerful than your phone.","agreementattraction","natural_error",FALSE,-0.202959703014265,FALSE,3.27272727272727,NA,FALSE
"The computer installed in the missiles are less powerful than your phone.","agreementattraction","natural_error",FALSE,-0.0179511951136844,FALSE,NA,2.54545454545455,FALSE
"The computers installed in the missile are less powerful than your phone.","agreementattraction","valid_plural",TRUE,0.0507565748525482,TRUE,NA,4.7,TRUE
"The computers installed in the missile are less powerful than your phone.","agreementattraction","valid_plural",TRUE,0.904259167075382,TRUE,4.25,NA,TRUE
"The computers installed in the missile is less powerful than your phone.","agreementattraction","unnatural_error",FALSE,-0.35824834495682,FALSE,2.66666666666667,NA,FALSE
"The computers installed in the missile is less powerful than your phone.","agreementattraction","unnatural_error",FALSE,-0.0160719307511282,FALSE,NA,2.5,FALSE
"The conductor who the choirmaster that the worker ignored berated the musician.","embedding","missing2",FALSE,-0.391763081757464,FALSE,1,NA,FALSE
"The conductor who the choirmaster that the worker ignored berated the musician.","embedding","missing2",FALSE,0.209957343643636,FALSE,NA,2.25,FALSE
"The conductor who the choirmaster that the worker ignored hit berated the musician.","embedding","full",TRUE,0.308412844619503,TRUE,NA,1.73076923076923,TRUE
"The conductor who the choirmaster that the worker ignored hit berated the musician.","embedding","full",TRUE,0.580460065923693,TRUE,1.13333333333333,NA,TRUE
